gene,importance,rank,method
Nrros,0.016224931206087492,589,XGBoost
Ceacam10,0.016196736652940906,590,XGBoost
Sema3c,0.016187641208955512,591,XGBoost
Hrct1,0.01618670267290265,592,XGBoost
Eln,0.016164829065792974,593,XGBoost
Mall,0.0161571240973964,594,XGBoost
Pdlim1,0.016147492409968784,595,XGBoost
Ndufa4,0.016133978253739828,596,XGBoost
Eno1,0.016119049735014795,597,XGBoost
Cd200,0.016113666006177293,598,XGBoost
Traf1,0.016105609809448664,599,XGBoost
Rgs10,0.016100921519306238,600,XGBoost
Ntf3,0.016097319039336637,601,XGBoost
Adrb2,0.016056125658038826,602,XGBoost
Synpo,0.016051738001817493,603,XGBoost
Efhd2,0.01602840608269045,604,XGBoost
Hacd4,0.016013967895006673,605,XGBoost
Dnajb1,0.01599083558253532,606,XGBoost
