gene,importance,rank,method
Id2,0.01904156321571973,318,Geneformer
Hs3st1,0.019040773510850262,319,Geneformer
Pdlim1,0.019029643485209625,320,Geneformer
Capg,0.01902590795858072,321,Geneformer
Ftl1,0.01901670262088543,322,Geneformer
Irg1,0.019005413877533826,323,Geneformer
Gsn,0.018985865210390203,324,Geneformer
Cd36,0.018977885468525295,325,Geneformer
Nkg7,0.01896052193383387,326,Geneformer
Dnajb1,0.018955740378504858,327,Geneformer
Anxa2,0.018947165344942694,328,Geneformer
Cd79a,0.01893622291486109,329,Geneformer
Ccl4,0.018923424604157208,330,Geneformer
Glipr2,0.01892137681856209,331,Geneformer
Ly6g,0.018918443755695284,332,Geneformer
Clec14a,0.0189051924332024,333,Geneformer
Cmbl,0.018889398359709122,334,Geneformer
Lrrc32,0.01886503380167548,335,Geneformer
Cyp4f18,0.01879203784827173,336,Geneformer
Lst1,0.018789181167949462,337,Geneformer
Mif,0.018787624012323163,338,Geneformer
Tlr2,0.018768535506569418,339,Geneformer
Pmp22,0.01876309955769787,340,Geneformer
Cd59a,0.01872879736203378,341,Geneformer
Il34,0.018728148696726798,342,Geneformer
Clec4d,0.018722630078968683,343,Geneformer
Atf3,0.018711785259210842,344,Geneformer
Pi15,0.01869512528925601,345,Geneformer
Lsp1,0.018675070421477365,346,Geneformer
Acp5,0.018663749300102228,347,Geneformer
Rgs1,0.018662047417213386,348,Geneformer
Neat1,0.018655055153523795,349,Geneformer
H2-Q10,0.01865440583032088,350,Geneformer
B930036N10Rik,0.018642827226969017,351,Geneformer
Fn1,0.018624576414290567,352,Geneformer
Rnf128,0.018616650840572607,353,Geneformer
Bst1,0.01860529773712108,354,Geneformer
Cd83,0.01859952951639335,355,Geneformer
S100b,0.018573836714562142,356,Geneformer
Cygb,0.018555315416371586,357,Geneformer
Vtn,0.01852564672044755,358,Geneformer
Cstb,0.018496073727483436,359,Geneformer
Ccrl2,0.018491634106268858,360,Geneformer
Zbp1,0.018486682916386096,361,Geneformer
Rtn1,0.01847900886628001,362,Geneformer
Gm5424,0.018472816198171337,363,Geneformer
Mfsd2a,0.01847117989567867,364,Geneformer
Mall,0.018451246716753078,365,Geneformer
Gpc3,0.0184476406493384,366,Geneformer
Gm9946,0.018445562865106357,367,Geneformer
Pcolce,0.018439403664474132,368,Geneformer
Adamts1,0.018438692752445234,369,Geneformer
Prelp,0.018434138881168575,370,Geneformer
Atp1a2,0.01842579306373107,371,Geneformer
Ms4a4b,0.01842468279938195,372,Geneformer
Etnppl,0.01842293724266747,373,Geneformer
Amica1,0.018418674272963943,374,Geneformer
Clec4a1,0.01841846960021543,375,Geneformer
Mmp12,0.018400835236295068,376,Geneformer
Il6,0.0184005294689063,377,Geneformer
Ppp1r15a,0.018394975535208646,378,Geneformer
Dbn1,0.018386039984827636,379,Geneformer
Opalin,0.018375514125023404,380,Geneformer
Art3,0.018358254345331674,381,Geneformer
Ifi27l2a,0.018355995170541036,382,Geneformer
Ccl7,0.018345052435552338,383,Geneformer
Usp50,0.01834255468964746,384,Geneformer
Socs3,0.0183294189514493,385,Geneformer
Matn2,0.018327626056106976,386,Geneformer
Folr2,0.018307282197207633,387,Geneformer
Glrx,0.01830537884093972,388,Geneformer
Bmp2k,0.01830165653167697,389,Geneformer
Sparcl1,0.018296543852439347,390,Geneformer
Gadd45g,0.01828623045168944,391,Geneformer
Itih5,0.018260748823297368,392,Geneformer
Hist2h2aa1,0.01826046412921062,393,Geneformer
Vwa1,0.018253196384455404,394,Geneformer
Slc16a1,0.018251785396616947,395,Geneformer
Nr4a2,0.01824763895761828,396,Geneformer
Gas6,0.01823654901431671,397,Geneformer
Sdc1,0.01823325388599432,398,Geneformer
Gpx3,0.018164810876176576,399,Geneformer
Ltf,0.01815221958459594,400,Geneformer
Plscr2,0.018128671024588684,401,Geneformer
Phactr3,0.018115647114411593,402,Geneformer
Hey1,0.01810728009414016,403,Geneformer
Serpini1,0.018101562788229983,404,Geneformer
Sirpb1a,0.018083831092575702,405,Geneformer
Rasd1,0.018082431309627552,406,Geneformer
Cks2,0.018069646387387412,407,Geneformer
Tgfbi,0.01804702380896773,408,Geneformer
Thrsp,0.018040103711617142,409,Geneformer
Asf1b,0.018031249345341612,410,Geneformer
Wfdc17,0.01800729946249411,411,Geneformer
Esd,0.018003211800769796,412,Geneformer
Gbp5,0.0180019214064341,413,Geneformer
H2-DMb1,0.018001368258192648,414,Geneformer
Clec4a2,0.017991449396473277,415,Geneformer
Qpct,0.017988185670541005,416,Geneformer
Ankrd37,0.01798170298968607,417,Geneformer
Cxcr2,0.017951262200614507,418,Geneformer
S100a8,0.01794570459613286,419,Geneformer
Rgs5,0.017943385459229796,420,Geneformer
Ptafr,0.017933345797267842,421,Geneformer
Itgal,0.017933070669342008,422,Geneformer
Sdf2l1,0.017917124507024818,423,Geneformer
Egr1,0.01790753035416267,424,Geneformer
Klk6,0.017903362488041627,425,Geneformer
Igf1,0.017866552786349316,426,Geneformer
Gstm1,0.017859293003578053,427,Geneformer
Ms4a7,0.017853261917079793,428,Geneformer
Efemp1,0.017830717408402228,429,Geneformer
Kcnn4,0.01781284153020864,430,Geneformer
Ms4a8a,0.01780853650178957,431,Geneformer
Tmem45a,0.01780537383557859,432,Geneformer
Crlf1,0.017799722837755966,433,Geneformer
Actn1,0.017789198591109792,434,Geneformer
Gm10116,0.01778729041050886,435,Geneformer
Rnase6,0.017786440806946597,436,Geneformer
Klra2,0.01777852916173334,437,Geneformer
